Territory,Year,Scenario,Connection,Type,Capacity(MW),AC/DC,Estimated/Confirmed,Installed/Decomissioned
Austria,2029,Forecast - Most probable,Distributed,Annual,1600,DC,Confirmed,Installed
Austria,2029,Forecast - Most probable,Centralised,Annual,400,DC,Confirmed,Installed
Austria,2030,Forecast - High,Total,Annual,2850,DC,Confirmed,Installed
Austria,2030,Forecast - High,Distributed,Annual,2280,DC,Confirmed,Installed
Austria,2030,Forecast - High,Centralised,Annual,570,DC,Confirmed,Installed
Austria,2030,Forecast - Low,Total,Annual,1850,DC,Confirmed,Installed
Austria,2030,Forecast - Low,Distributed,Annual,1480,DC,Confirmed,Installed
Austria,2030,Forecast - Low,Centralised,Annual,370,DC,Confirmed,Installed
Austria,2030,Forecast - Most probable,Total,Annual,2050,DC,Confirmed,Installed
Austria,2030,Forecast - Most probable,Distributed,Annual,1640,DC,Confirmed,Installed
Austria,2030,Forecast - Most probable,Centralised,Annual,410,DC,Confirmed,Installed
Bangladesh,2024,Historical Primary,Total,Annual,50,DC,Estimated,Installed
Bangladesh,2024,Historical Primary,Distributed,Annual,25,DC,Estimated,Installed
Bangladesh,2024,Historical Primary,Centralised,Annual,25,DC,Estimated,Installed
Belarus,2023,Historical Primary,Total,Annual,1,DC,Estimated,Installed
Belarus,2023,Historical Primary,Distributed,Annual,1,DC,Estimated,Installed
Belarus,2024,Historical Primary,Total,Annual,1,DC,Estimated,Installed
Belarus,2024,Historical Primary,Distributed,Annual,1,DC,Estimated,Installed
Belgium,2006,Historical Primary,Total,Annual,6,DC,Confirmed,Installed
Belgium,2006,Historical Primary,Distributed,Annual,6,DC,Confirmed,Installed
Belgium,2007,Historical Primary,Total,Annual,18,DC,Confirmed,Installed
Belgium,2007,Historical Primary,Distributed,Annual,18,DC,Confirmed,Installed
Belgium,2008,Historical Primary,Total,Annual,88,DC,Confirmed,Installed
Belgium,2008,Historical Primary,Distributed,Annual,88,DC,Confirmed,Installed
Belgium,2009,Historical Primary,Total,Annual,559,DC,Confirmed,Installed
Belgium,2009,Historical Primary,Distributed,Annual,559,DC,Confirmed,Installed
Belgium,2010,Historical Primary,Total,Annual,437,DC,Confirmed,Installed
Belgium,2010,Historical Primary,Distributed,Annual,437,DC,Confirmed,Installed
Belgium,2011,Historical Primary,Total,Annual,1068,DC,Confirmed,Installed
Belgium,2011,Historical Primary,Distributed,Annual,1068,DC,Confirmed,Installed
Belgium,2012,Historical Primary,Total,Annual,694,DC,Confirmed,Installed
Belgium,2012,Historical Primary,Distributed,Annual,694,DC,Confirmed,Installed
Belgium,2013,Historical Primary,Total,Annual,269,DC,Confirmed,Installed
Belgium,2013,Historical Primary,Distributed,Annual,269,DC,Confirmed,Installed
Belgium,2014,Historical Primary,Total,Annual,106,DC,Confirmed,Installed
Belgium,2014,Historical Primary,Distributed,Annual,106,DC,Confirmed,Installed
Belgium,2015,Historical Primary,Total,Annual,110,DC,Confirmed,Installed
Belgium,2015,Historical Primary,Distributed,Annual,110,DC,Confirmed,Installed
Belgium,2016,Historical Primary,Total,Annual,180,DC,Confirmed,Installed
Belgium,2016,Historical Primary,Distributed,Annual,180,DC,Confirmed,Installed
Belgium,2017,Historical Primary,Total,Annual,330,DC,Confirmed,Installed
Belgium,2017,Historical Primary,Distributed,Annual,330,DC,Confirmed,Installed
Belgium,2018,Historical Primary,Total,Annual,445,DC,Confirmed,Installed
Belgium,2018,Historical Primary,Distributed,Annual,419,DC,Confirmed,Installed
Belgium,2018,Historical Primary,Centralised,Annual,26,DC,Confirmed,Installed
Belgium,2019,Historical Primary,Total,Annual,817,DC,Confirmed,Installed
Belgium,2019,Historical Primary,Distributed,Annual,710,DC,Confirmed,Installed
Belgium,2019,Historical Primary,Centralised,Annual,107,DC,Confirmed,Installed
Belgium,2020,Historical Primary,Total,Annual,1146,DC,Confirmed,Installed
Belgium,2020,Historical Primary,Distributed,Annual,1129,DC,Confirmed,Installed
Belgium,2020,Historical Primary,Centralised,Annual,17,DC,Confirmed,Installed
Belgium,2021,Historical Primary,Total,Annual,850,DC,Confirmed,Installed
Belgium,2021,Historical Primary,Distributed,Annual,825,DC,Confirmed,Installed
Belgium,2021,Historical Primary,Centralised,Annual,25,DC,Confirmed,Installed
Belgium,2022,Historical Primary,Total,Annual,1098.2,DC,Confirmed,Installed
Belgium,2022,Historical Primary,Distributed,Annual,1043.2,DC,Confirmed,Installed
Belgium,2022,Historical Primary,Centralised,Annual,55,DC,Confirmed,Installed
Belgium,2023,Historical Primary,Total,Annual,2464,DC,Confirmed,Installed
Belgium,2023,Historical Primary,Distributed,Annual,2409,DC,Confirmed,Installed
Belgium,2023,Historical Primary,Centralised,Annual,55,DC,Confirmed,Installed
Belgium,2024,Historical Primary,Total,Annual,977.8,DC,Confirmed,Installed
Belgium,2024,Historical Primary,Distributed,Annual,977.8,DC,Confirmed,Installed
Belgium,2025,Forecast - High,Total,Annual,1600,DC,Confirmed,Installed
Belgium,2025,Forecast - High,Distributed,Annual,1280,DC,Confirmed,Installed
Belgium,2025,Forecast - High,Centralised,Annual,320,DC,Confirmed,Installed
Belgium,2025,Forecast - Low,Total,Annual,775,DC,Confirmed,Installed
Belgium,2025,Forecast - Low,Distributed,Annual,620,DC,Confirmed,Installed
Belgium,2025,Forecast - Low,Centralised,Annual,155,DC,Confirmed,Installed
Belgium,2025,Forecast - Most probable,Total,Annual,1200,DC,Confirmed,Installed
Belgium,2025,Forecast - Most probable,Distributed,Annual,1025,DC,Confirmed,Installed
Belgium,2025,Forecast - Most probable,Centralised,Annual,175,DC,Confirmed,Installed
Belgium,2026,Forecast - High,Total,Annual,1700,DC,Confirmed,Installed
Belgium,2026,Forecast - High,Distributed,Annual,1360,DC,Confirmed,Installed
Belgium,2026,Forecast - High,Centralised,Annual,340,DC,Confirmed,Installed
Belgium,2026,Forecast - Low,Total,Annual,825,DC,Confirmed,Installed
Belgium,2026,Forecast - Low,Distributed,Annual,660,DC,Confirmed,Installed
Belgium,2026,Forecast - Low,Centralised,Annual,165,DC,Confirmed,Installed
Belgium,2026,Forecast - Most probable,Total,Annual,1300,DC,Confirmed,Installed
Belgium,2026,Forecast - Most probable,Distributed,Annual,1072.5,DC,Confirmed,Installed
Belgium,2026,Forecast - Most probable,Centralised,Annual,227.5,DC,Confirmed,Installed
Belgium,2027,Forecast - High,Total,Annual,1750,DC,Confirmed,Installed
Belgium,2027,Forecast - High,Distributed,Annual,1365,DC,Confirmed,Installed
Belgium,2027,Forecast - High,Centralised,Annual,385,DC,Confirmed,Installed
Belgium,2027,Forecast - Low,Total,Annual,875,DC,Confirmed,Installed
Belgium,2027,Forecast - Low,Distributed,Annual,682.5,DC,Confirmed,Installed
Belgium,2027,Forecast - Low,Centralised,Annual,192.5,DC,Confirmed,Installed
Belgium,2027,Forecast - Most probable,Total,Annual,1400,DC,Confirmed,Installed
Belgium,2027,Forecast - Most probable,Distributed,Annual,1120,DC,Confirmed,Installed
Belgium,2027,Forecast - Most probable,Centralised,Annual,280,DC,Confirmed,Installed
Belgium,2028,Forecast - High,Total,Annual,1800,DC,Confirmed,Installed
Belgium,2028,Forecast - High,Distributed,Annual,1368,DC,Confirmed,Installed
Belgium,2028,Forecast - High,Centralised,Annual,432,DC,Confirmed,Installed
Belgium,2028,Forecast - Low,Total,Annual,925,DC,Confirmed,Installed
Belgium,2028,Forecast - Low,Distributed,Annual,703,DC,Confirmed,Installed
Belgium,2028,Forecast - Low,Centralised,Annual,222,DC,Confirmed,Installed
Belgium,2028,Forecast - Most probable,Total,Annual,1500,DC,Confirmed,Installed
Belgium,2028,Forecast - Most probable,Distributed,Annual,1200,DC,Confirmed,Installed
Belgium,2028,Forecast - Most probable,Centralised,Annual,300,DC,Confirmed,Installed
Belgium,2029,Forecast - High,Total,Annual,1850,DC,Confirmed,Installed
Belgium,2029,Forecast - High,Distributed,Annual,1406,DC,Confirmed,Installed
Belgium,2029,Forecast - High,Centralised,Annual,444,DC,Confirmed,Installed
Belgium,2029,Forecast - Low,Total,Annual,975,DC,Confirmed,Installed
Belgium,2029,Forecast - Low,Distributed,Annual,741,DC,Confirmed,Installed
Belgium,2029,Forecast - Low,Centralised,Annual,234,DC,Confirmed,Installed
Belgium,2029,Forecast - Most probable,Total,Annual,1600,DC,Confirmed,Installed
Belgium,2029,Forecast - Most probable,Distributed,Annual,1280,DC,Confirmed,Installed
Belgium,2029,Forecast - Most probable,Centralised,Annual,320,DC,Confirmed,Installed
Belgium,2030,Forecast - High,Total,Annual,1900,DC,Confirmed,Installed
Belgium,2030,Forecast - High,Distributed,Annual,1444,DC,Confirmed,Installed
Belgium,2030,Forecast - High,Centralised,Annual,456,DC,Confirmed,Installed
Belgium,2030,Forecast - Low,Total,Annual,1025,DC,Confirmed,Installed
Belgium,2030,Forecast - Low,Distributed,Annual,779,DC,Confirmed,Installed
Belgium,2030,Forecast - Low,Centralised,Annual,246,DC,Confirmed,Installed
Belgium,2030,Forecast - Most probable,Total,Annual,1700,DC,Confirmed,Installed
Belgium,2030,Forecast - Most probable,Distributed,Annual,1360,DC,Confirmed,Installed
Belgium,2030,Forecast - Most probable,Centralised,Annual,340,DC,Confirmed,Installed
Bosnia Herzegovina,2023,Historical Primary,Total,Annual,1,DC,Estimated,Installed
Bosnia Herzegovina,2023,Historical Primary,Distributed,Annual,1,DC,Estimated,Installed
Bosnia Herzegovina,2024,Historical Primary,Total,Annual,26,DC,Estimated,Installed
Bosnia Herzegovina,2024,Historical Primary,Distributed,Annual,13,DC,Estimated,Installed
Bosnia Herzegovina,2024,Historical Primary,Centralised,Annual,13,DC,Estimated,Installed
Brazil,2011,Historical Primary,Total,Annual,26.1,DC,Confirmed,Installed
Brazil,2011,Historical Primary,Centralised,Annual,26.1,DC,Confirmed,Installed
Brazil,2012,Historical Primary,Total,Annual,11.5,DC,Confirmed,Installed
Brazil,2012,Historical Primary,Centralised,Annual,11.5,DC,Confirmed,Installed
Brazil,2013,Historical Primary,Total,Annual,15,DC,Confirmed,Installed
Brazil,2013,Historical Primary,Centralised,Annual,15,DC,Confirmed,Installed
Brazil,2014,Historical Primary,Total,Annual,13.7,DC,Confirmed,Installed
Brazil,2014,Historical Primary,Centralised,Annual,13.7,DC,Confirmed,Installed
Brazil,2015,Historical Primary,Total,Annual,20,DC,Confirmed,Installed
Brazil,2015,Historical Primary,Centralised,Annual,20,DC,Confirmed,Installed
Brazil,2016,Historical Primary,Total,Annual,6.7,DC,Confirmed,Installed
Brazil,2016,Historical Primary,Centralised,Annual,6.7,DC,Confirmed,Installed
Brazil,2017,Historical Primary,Total,Annual,1067,DC,Confirmed,Installed
Brazil,2017,Historical Primary,Distributed,Annual,192,DC,Confirmed,Installed
Brazil,2017,Historical Primary,Centralised,Annual,875,DC,Confirmed,Installed
Brazil,2018,Historical Primary,Total,Annual,1256,DC,Confirmed,Installed
Brazil,2018,Historical Primary,Distributed,Annual,399,DC,Confirmed,Installed
Brazil,2018,Historical Primary,Centralised,Annual,857,DC,Confirmed,Installed
Brazil,2019,Historical Primary,Total,Annual,2281,DC,Confirmed,Installed
Brazil,2019,Historical Primary,Distributed,Annual,1631,DC,Confirmed,Installed
Brazil,2019,Historical Primary,Centralised,Annual,650,DC,Confirmed,Installed
Brazil,2020,Historical Primary,Total,Annual,3777,DC,Confirmed,Installed
Brazil,2020,Historical Primary,Distributed,Annual,2953,DC,Confirmed,Installed
Brazil,2020,Historical Primary,Centralised,Annual,824,DC,Confirmed,Installed
Brazil,2021,Historical Primary,Total,Annual,6030,DC,Confirmed,Installed
Brazil,2021,Historical Primary,Distributed,Annual,4690,DC,Confirmed,Installed
Brazil,2021,Historical Primary,Centralised,Annual,1340,DC,Confirmed,Installed
Brazil,2022,Historical Primary,Total,Annual,10867,DC,Confirmed,Installed
Brazil,2022,Historical Primary,Distributed,Annual,8119,DC,Confirmed,Installed
Brazil,2022,Historical Primary,Centralised,Annual,2748,DC,Confirmed,Installed
Brazil,2023,Historical Primary,Total,Annual,12446,DC,Confirmed,Installed
Brazil,2023,Historical Primary,Distributed,Annual,8346,DC,Confirmed,Installed
Brazil,2023,Historical Primary,Centralised,Annual,4100,DC,Confirmed,Installed
Brazil,2024,Historical Primary,Total,Annual,14320,DC,Confirmed,Installed
Brazil,2024,Historical Primary,Distributed,Annual,8659,DC,Confirmed,Installed
Brazil,2024,Historical Primary,Centralised,Annual,5661,DC,Confirmed,Installed
Bulgaria,2006,Historical Primary,Total,Annual,0.066,DC,Confirmed,Installed
Bulgaria,2006,Historical Primary,Distributed,Annual,0.066,DC,Estimated,Installed
Bulgaria,2007,Historical Primary,Total,Annual,0.047,DC,Confirmed,Installed
Bulgaria,2007,Historical Primary,Distributed,Annual,0.047,DC,Estimated,Installed
Bulgaria,2008,Historical Primary,Total,Annual,1.26,DC,Confirmed,Installed
Bulgaria,2008,Historical Primary,Distributed,Annual,1.26,DC,Confirmed,Installed
Bulgaria,2009,Historical Primary,Total,Annual,7.6,DC,Confirmed,Installed
Bulgaria,2009,Historical Primary,Distributed,Annual,7.6,DC,Confirmed,Installed
Bulgaria,2010,Historical Primary,Total,Annual,23,DC,Confirmed,Installed
Bulgaria,2010,Historical Primary,Distributed,Annual,23,DC,Confirmed,Installed
Bulgaria,2011,Historical Primary,Total,Annual,135,DC,Confirmed,Installed
Bulgaria,2011,Historical Primary,Distributed,Annual,135,DC,Confirmed,Installed
Bulgaria,2012,Historical Primary,Total,Annual,843,DC,Confirmed,Installed
Bulgaria,2012,Historical Primary,Distributed,Annual,833,DC,Confirmed,Installed
Bulgaria,2012,Historical Primary,Off-grid,Annual,10,DC,Confirmed,Installed
Bulgaria,2013,Historical Primary,Total,Annual,10.32,DC,Confirmed,Installed
Bulgaria,2013,Historical Primary,Distributed,Annual,5.8243,DC,Confirmed,Installed
Bulgaria,2013,Historical Primary,Centralised,Annual,4.3925,DC,Confirmed,Installed
Bulgaria,2013,Historical Primary,Off-grid,Annual,0.1032,DC,Confirmed,Installed
Bulgaria,2014,Historical Primary,Total,Annual,2.05,DC,Confirmed,Installed
Bulgaria,2014,Historical Primary,Distributed,Annual,0.4061,DC,Confirmed,Installed
Bulgaria,2014,Historical Primary,Centralised,Annual,1.6439,DC,Confirmed,Installed
Bulgaria,2015,Historical Primary,Total,Annual,17.64,DC,Confirmed,Installed
Bulgaria,2015,Historical Primary,Distributed,Annual,2.63,DC,Confirmed,Installed
Bulgaria,2015,Historical Primary,Centralised,Annual,15,DC,Confirmed,Installed
Bulgaria,2015,Historical Primary,Off-grid,Annual,0.01,DC,Confirmed,Installed
Bulgaria,2016,Historical Primary,Total,Annual,10,DC,Confirmed,Installed
Bulgaria,2016,Historical Primary,Distributed,Annual,1.881,DC,Confirmed,Installed
Bulgaria,2016,Historical Primary,Centralised,Annual,8.019,DC,Confirmed,Installed
Bulgaria,2016,Historical Primary,Off-grid,Annual,0.1,DC,Confirmed,Installed
Bulgaria,2017,Historical Primary,Total,Annual,10,DC,Confirmed,Installed
Bulgaria,2017,Historical Primary,Centralised,Annual,9.9,DC,Confirmed,Installed
Bulgaria,2017,Historical Primary,Off-grid,Annual,0.1,DC,Confirmed,Installed
Bulgaria,2019,Historical Primary,Total,Annual,30,DC,Confirmed,Installed
Bulgaria,2019,Historical Primary,Distributed,Annual,30,DC,Confirmed,Installed
Bulgaria,2020,Historical Primary,Total,Annual,60,DC,Confirmed,Installed
Bulgaria,2020,Historical Primary,Distributed,Annual,60,DC,Confirmed,Installed
Bulgaria,2021,Historical Primary,Total,Annual,130,DC,Confirmed,Installed
Bulgaria,2021,Historical Primary,Distributed,Annual,65,DC,Confirmed,Installed
Bulgaria,2021,Historical Primary,Centralised,Annual,65,DC,Confirmed,Installed
Bulgaria,2022,Historical Primary,Total,Annual,140,DC,Confirmed,Installed
Bulgaria,2022,Historical Primary,Distributed,Annual,26.6,DC,Confirmed,Installed
Bulgaria,2022,Historical Primary,Centralised,Annual,113.4,DC,Confirmed,Installed
Bulgaria,2023,Historical Primary,Total,Annual,1200,DC,Confirmed,Installed
Bulgaria,2023,Historical Primary,Distributed,Annual,240,DC,Confirmed,Installed
Bulgaria,2023,Historical Primary,Centralised,Annual,960,DC,Confirmed,Installed
Bulgaria,2024,Historical Primary,Total,Annual,700,DC,Confirmed,Installed
Bulgaria,2024,Historical Primary,Distributed,Annual,140,DC,Confirmed,Installed
Bulgaria,2024,Historical Primary,Centralised,Annual,560,DC,Confirmed,Installed
Bulgaria,2025,Forecast - High,Total,Annual,1100,DC,Confirmed,Installed
Bulgaria,2025,Forecast - High,Distributed,Annual,220,DC,Confirmed,Installed
Bulgaria,2025,Forecast - High,Centralised,Annual,880,DC,Confirmed,Installed
Bulgaria,2025,Forecast - Low,Total,Annual,600,DC,Confirmed,Installed
Bulgaria,2025,Forecast - Low,Distributed,Annual,120,DC,Confirmed,Installed
Bulgaria,2025,Forecast - Low,Centralised,Annual,480,DC,Confirmed,Installed
Bulgaria,2025,Forecast - Most probable,Total,Annual,700,DC,Confirmed,Installed
Bulgaria,2025,Forecast - Most probable,Distributed,Annual,140,DC,Confirmed,Installed
Bulgaria,2025,Forecast - Most probable,Centralised,Annual,560,DC,Confirmed,Installed
Bulgaria,2026,Forecast - High,Total,Annual,1200,DC,Confirmed,Installed
Bulgaria,2026,Forecast - High,Distributed,Annual,240,DC,Confirmed,Installed
Bulgaria,2026,Forecast - High,Centralised,Annual,960,DC,Confirmed,Installed
Bulgaria,2026,Forecast - Low,Total,Annual,650,DC,Confirmed,Installed
Bulgaria,2026,Forecast - Low,Distributed,Annual,130,DC,Confirmed,Installed
Bulgaria,2026,Forecast - Low,Centralised,Annual,520,DC,Confirmed,Installed
Bulgaria,2026,Forecast - Most probable,Total,Annual,750,DC,Confirmed,Installed
Bulgaria,2026,Forecast - Most probable,Distributed,Annual,150,DC,Confirmed,Installed
Bulgaria,2026,Forecast - Most probable,Centralised,Annual,600,DC,Confirmed,Installed
Bulgaria,2027,Forecast - High,Total,Annual,1300,DC,Confirmed,Installed
Bulgaria,2027,Forecast - High,Distributed,Annual,260,DC,Confirmed,Installed
Bulgaria,2027,Forecast - High,Centralised,Annual,1040,DC,Confirmed,Installed
Bulgaria,2027,Forecast - Low,Total,Annual,700,DC,Confirmed,Installed
Bulgaria,2027,Forecast - Low,Distributed,Annual,140,DC,Confirmed,Installed
Bulgaria,2027,Forecast - Low,Centralised,Annual,560,DC,Confirmed,Installed
Bulgaria,2027,Forecast - Most probable,Total,Annual,800,DC,Confirmed,Installed
